Manufacturer,Model,Price,Transmission,Power,Engine CC,Total,Manufacturer_le,Model_freq,Fuel_automatic,Fuel_diesel,Fuel_petrol
Mercedes,SLK,61.86283333,6.833333333,184.1666667,2748.333333,7208,30,17,0,0,1
Mazda,Xedos,28.9602,4.4,100.8,1936.6,6967,29,19,0,0,1
Suzuki,Alto,9.5628,4.6,50.0,996.0,6761,46,20,0,0,1
Peugeot,605,35.25972727,4.727272727,104.6363636,2367.181818,6356,36,13,0,0,1
Jaguar,XK,145.6466667,6.0,283.0,5000.0,6334,20,18,0,0,1
Datsun,Sunny,11.81928571,4.619047619,56.85714286,1520.952381,6249,13,9,0,0,1
Skoda,Octavia,30.65053846,6.346153846,95.0,1136.692308,6195,42,16,0,0,1
Hyundai,Sonata,31.7425,4.833333333,119.6666667,2116.0,6143,19,20,0,0,1
Seat,Arosa,13.70454545,4.818181818,47.45454545,1384.0,6093,41,16,0,0,1
Opel,Manta,11.9845625,4.0,69.0,1762.75,5994,35,10,0,0,1
Suzuki,Wagon,9.8628,5.0,50.0,1090.4,5920,46,16,0,0,1
Mercedes,Sprinter,43.06842105,6.254385965,104.2017544,2222.710526,5808,30,19,0,1,0
Kia,Mentor,14.76166667,4.666666667,75.0,1594.0,5574,21,17,0,0,1
BMW,M3,135.1055,6.5,309.0,3999.0,5553,4,19,0,0,1
Alfa-Romeo,164,38.39725,4.75,131.0,2652.375,5500,1,13,0,0,1
Daewoo,Leganza,23.245,4.5,98.0,1998.0,5491,10,15,0,0,1
Saab,09-May,52.95719388,5.653061224,146.122449,2031.469388,5465,40,16,0,0,1
Alfa-Romeo,33,13.818,5.0,66.0,1351.0,5423,1,10,0,0,1
Seat,Alhambra,49.82277778,6.0,115.8333333,1746.944444,5407,41,17,0,0,1
Nissan,Patrol,38.48247059,4.882352941,90.94117647,2953.588235,5373,34,20,0,1,0
Toyota,Picnic,25.29875,4.5,94.0,1998.0,5197,48,17,0,0,1
Honda,Legend,69.397,5.0,173.0,3358.666667,4811,18,20,0,0,1
Jaguar,S-Type,66.58842105,5.736842105,172.3157895,2934.631579,4771,20,15,0,0,1
Mercedes,SLS,264.675,7.0,420.0,6208.0,4695,30,19,0,0,1
Alfa-Romeo,156,32.898125,5.333333333,116.2916667,2081.375,4676,1,16,0,0,1
Skoda,120,3.3322,4.6,15.6,469.6,4668,42,8,0,0,1
Nissan,Maxima,34.10357143,4.571428571,121.8571429,2555.285714,4564,34,18,0,0,1
Kia,Sportage,43.97,6.6,115.3,1634.2,4281,21,18,0,1,0
Hyundai,Stellar,11.263,4.5,55.0,1597.0,4267,19,9,0,0,1
Alfa-Romeo,146,18.19842857,5.0,87.71428571,1696.428571,4241,1,15,0,0,1
Ford,Cougar,32.11766667,4.666666667,115.3333333,2362.0,4167,17,15,0,0,1
Audi,Cabriolet,43.9745,4.5,98.0,2309.0,4163,3,26,0,0,1
Peugeot,806,29.57028571,5.0,84.0,1997.142857,4152,36,18,0,1,0
Renault,18,12.84981818,4.636363636,57.36363636,1849.545455,4095,38,8,0,0,1
Fiat,Ulysse,36.70125,4.875,91.75,2019.75,4079,16,17,0,0,1
Lotus,Elise,53.792,6.0,134.3333333,1730.0,4006,26,16,0,0,1
Porsche,Boxster,83.50125,6.5,213.5,3071.0,3949,37,16,0,0,1
Mazda,MX-6,30.92666667,4.666666667,110.3333333,2328.333333,3938,29,17,0,0,1
Fiat,126,3.781,4.0,18.0,652.0,3921,16,9,0,0,1
Volkswagen,Lupo,13.88308333,4.75,47.75,1373.75,3898,50,15,0,0,1
Nissan,Silvia,21.01833333,4.666666667,66.0,1206.0,3891,34,9,0,0,1
Alfa-Romeo,155,23.90933333,5.0,100.6666667,2016.777778,3695,1,13,0,0,1
Fiat,Croma,34.33029412,5.588235294,105.0,1962.058824,3669,16,15,0,1,0
Toyota,Tercel,9.999666667,4.333333333,49.33333333,1347.666667,3602,48,9,0,0,1
Ford,Explorer,76.71,0.0,336.0,0.0,3540,17,17,0,0,1
Datsun,Cherry,8.400222222,4.333333333,44.55555556,1350.0,3439,13,8,0,0,1
Volvo,S70,36.90769355,4.5,126.1451613,2344.0,3429,51,16,0,0,1
Alfa-Romeo,145,17.42714286,5.0,87.71428571,1696.428571,3364,1,15,0,0,1
Alfa-Romeo,Spider,55.2,6.0,163.5,2696.5,3341,1,20,0,0,1
Subaru,Forester,51.646,0.0,110.0,1995.0,3305,45,16,0,0,1
Honda,Shuttle,30.081,4.0,110.0,2254.0,3263,18,20,0,0,1
Chrysler,Voyager,39.70773684,4.842105263,117.5789474,2719.842105,3216,7,16,0,1,0
Suzuki,Samurai,12.25,5.0,43.0,1325.0,3194,46,15,0,0,1
Mercedes,ML,77.41666667,7.0,188.3333333,2876.0,3097,30,15,0,1,0
Opel,Kadett,13.31085714,4.089285714,53.33928571,1518.678571,3048,35,8,0,0,1
Ssangyong,Musso,38.79428571,4.428571429,98.57142857,2755.571429,2956,44,15,0,1,0
Daihatsu,Terios,26.19775,4.625,77.0,1495.0,2876,11,16,0,0,1
Honda,HR-V,32.723,3.6,96.0,1498.0,2863,18,15,0,0,1
Fiat,Regata,12.73581818,4.636363636,54.0,1559.181818,2799,16,7,0,0,1
BMW,640i,114.8758333,8.0,235.0,2979.0,2787,4,20,0,0,1
Saab,99,11.34,4.0,74.0,1985.0,2687,40,9,0,0,1
Lancia,Delta,29.043,5.851851852,105.0740741,1638.888889,2606,23,10,0,0,1
Lada,Niva,12.241,5.0,57.0,1568.0,2600,22,9,0,0,1
Rover,75,39.35238095,5.0,98.04761905,1928.714286,2518,39,15,0,0,1
Suzuki,Jimny,25.94322222,4.777777778,67.0,1372.666667,2351,46,15,0,0,1
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,2330,32,49,0,0,1
Rover,2000,17.182,5.0,74.0,1994.0,2257,39,31,0,0,1
Morris,Marina,5.758,4.0,43.0,1275.0,2218,33,8,0,0,1
Skoda,130,6.895,5.0,46.0,1289.0,2180,42,7,0,0,1
Mazda,Demio,14.7754,4.8,51.4,1428.4,2174,29,15,0,0,1
Toyota,Paseo,15.764,5.0,66.0,1497.0,2174,48,16,0,0,1
Triumph,TR7,13.137,5.0,93.5,1998.0,2134,49,14,0,0,1
Porsche,928,110.0985,5.0,235.0,4957.0,2118,37,17,0,0,1
Volkswagen,Bora,25.39952941,4.647058824,78.85294118,1891.588235,2118,50,15,0,0,1
Daihatsu,Applause,15.6985,4.5,73.0,1590.0,1963,11,10,0,0,1
Audi,Cabriolet,43.9745,4.5,98.0,2309.0,1940,3,26,0,0,1
Daihatsu,Sirion,14.333375,4.5625,59.875,1183.25,1916,11,15,0,0,1
Datsun,Stanza,9.58,4.5,61.66666667,1668.333333,1915,13,7,0,0,1
Daimler,3.6,71.602,4.0,149.0,3590.0,1904,12,10,0,0,1
Nissan,Laurel,18.6532,4.6,74.8,2652.8,1818,34,8,0,1,0
Daihatsu,Move,12.924,4.0,43.0,989.0,1809,11,13,0,0,1
Mercedes,Viano,57.22905851,5.234042553,120.4255319,2309.340426,1754,30,24,0,1,0
BMW,M550i,134.789,8.0,390.0,4395.0,1698,4,20,0,0,1
Lancia,Dedra,21.76576923,5.0,81.69230769,1808.384615,1675,23,8,0,0,1
Land-Rover,Defender,108.7471951,7.853658537,207.6097561,2304.97561,1636,24,20,0,1,0
Morris,Ital,8.118,4.0,51.5,1487.5,1618,33,7,0,0,1
Audi,Quattro,61.235,5.0,147.0,2144.0,1601,3,15,0,0,1
Porsche,Carrera,646.605,6.0,450.0,5733.0,1584,37,20,0,0,1
BMW,850i,111.993,5.0,220.0,4988.0,1536,4,14,0,0,1
Lotus,Esprit,93.42433333,5.0,233.0,2995.0,1534,26,15,0,0,1
Fiat,Strada,14.275,5.0,70.0,1997.0,1512,16,6,0,1,0
Lancia,Thema,50.143,5.818181818,155.5454545,2799.272727,1512,23,7,0,0,1
Honda,CRX,28.735,4.666666667,100.6666667,1590.0,1478,18,12,0,0,1
Volvo,S80,50.94,6.266666667,138.2833333,1986.766667,1448,51,15,0,1,0
Audi,A8,116.545,8.0,230.0,2981.0,1405,3,15,0,0,1
Audi,TT,64.59222222,6.777777778,178.5555556,2011.555556,1273,3,15,0,0,1
Daimler,4,92.798,4.0,166.0,3980.0,1235,12,14,0,0,1
Volkswagen,Santana,14.93453333,4.333333333,59.6,1655.066667,1198,50,6,0,0,1
Suzuki,X-90,16.641,4.5,71.0,1590.0,1147,46,8,0,0,1
Citroen,Berlingo,27.4386,6.34,85.28,1452.0,1118,8,15,0,1,0
Daimler,Double,106.82,4.0,234.0,5993.0,1089,12,6,0,0,1
Skoda,105,4.626333333,4.0,34.0,1046.0,1071,42,6,0,0,1
Seat,Malaga,10.54685714,5.0,49.42857143,1418.428571,1054,41,6,0,0,1
Fiat,Barchetta,28.295,5.0,96.0,1747.0,1029,16,9,0,0,1
Kia,Shuma,15.16166667,4.666666667,75.0,1594.0,1007,21,15,0,0,1
Renault,4,6.587333333,4.0,22.33333333,932.6666667,1006,38,14,0,0,1
Opel,Ascona,15.11811765,4.588235294,61.76470588,1603.117647,1004,35,6,0,0,1
Ford,Fiesta,18.53214286,5.714285714,68.57142857,1166.142857,1536099,17,20,0,0,1
Ford,Escort,16.20874359,4.461538462,63.56410256,1650.205128,1477745,17,20,0,0,1
Ford,Sierra,18.2955625,4.875,70.25,1836.5,673419,17,20,0,0,1
Rover,2000,17.182,5.0,74.0,1994.0,642748,39,31,0,0,1
Volkswagen,Golf,31.24215385,6.164835165,89.46153846,1537.406593,496483,50,20,0,0,1
Nissan,Micra,20.3776087,4.869565217,67.95652174,1279.695652,486042,34,20,0,0,1
Volkswagen,Polo,18.1925,5.074074074,60.96296296,1408.055556,395945,50,20,0,0,1
Ford,Mondeo,39.97375,1.75,130.25,1998.5,391979,17,20,0,0,1
Peugeot,205,13.11525,4.75,50.875,1430.75,317329,36,20,0,0,1
Ford,Orion,15.40377778,5.0,60.11111111,1593.111111,316116,17,19,0,0,1
Renault,Clio,22.1,5.615384615,75.57692308,1219.653846,305265,38,20,0,0,1
BMW,320i,47.84837037,6.444444444,126.1111111,1995.777778,304328,4,20,0,0,1
Peugeot,405,20.43008333,4.791666667,69.875,1773.0,249569,36,20,0,0,1
Peugeot,106,12.35588235,4.647058824,53.88235294,1366.294118,246252,36,20,0,0,1
Peugeot,306,18.64264,4.84,67.0,1698.64,232444,36,20,0,0,1
Honda,Civic,29.942625,4.5,106.225,1480.575,209946,18,20,0,0,1
Ford,Granada,18.84548718,4.076923077,87.07692308,2326.358974,209038,17,20,0,0,1
Toyota,Corolla,27.23911864,3.033898305,91.61016949,1677.949153,182237,48,20,0,0,1
Citroen,AX,10.83275,5.0,45.0,1242.0,176032,8,20,0,0,1
Peugeot,309,14.350125,4.875,59.5,1642.875,161660,36,20,0,0,1
Fiat,Uno,11.28285714,4.285714286,49.28571429,1337.714286,156050,16,18,0,0,1
Toyota,Carina,17.44569231,4.692307692,68.26923077,1791.230769,147886,48,20,0,0,1
Nissan,Bluebird,14.4382,4.9,64.2,1891.7,130420,34,19,0,0,1
Nissan,Primera,26.51269565,4.02173913,93.58695652,1933.021739,129195,34,20,0,0,1
Citroen,ZX,16.05676923,4.923076923,67.0,1703.153846,126297,8,20,0,0,1
Renault,19,16.29053333,4.8,57.86666667,1645.133333,121381,38,19,0,0,1
Renault,Megane,26.4498867,5.408866995,87.31034483,1623.793103,119715,38,18,0,0,1
BMW,535i,93.71425,8.0,225.0,2979.0,116983,4,20,0,0,1
Mazda,323,17.34364706,4.745098039,70.92156863,1683.607843,110685,29,20,0,0,1
Volvo,440,20.27896296,4.111111111,72.85185185,1832.888889,104980,51,20,0,0,1
Honda,Accord,39.39984314,5.784313725,117.7058824,2151.647059,104082,18,20,0,0,1
Volkswagen,Passat,46.06451282,6.487179487,125.4358974,1835.846154,102469,50,20,0,0,1
Renault,Laguna,34.02059211,5.552631579,99.0,1920.026316,91296,38,20,0,1,0
Land-Rover,Discovery,107.4521429,8.0,182.5714286,2425.428571,85971,24,20,0,1,0
Audi,80,27.09825,4.666666667,91.75,2247.333333,84805,3,20,0,0,1
Citroen,Xantia,24.84390244,4.756097561,84.92682927,1982.756098,84011,8,20,0,0,1
Renault,21,20.35378947,4.789473684,67.68421053,1996.684211,76280,38,16,0,0,1
Mazda,626,20.7195,4.71875,81.375,1950.90625,72737,29,20,0,0,1
Fiat,Panda,10.42388889,5.0,52.44444444,1095.777778,69465,16,20,0,0,1
Citroen,Saxo,12.32981818,4.818181818,53.81818182,1367.272727,67592,8,18,0,0,1
Saab,900,37.00904545,4.590909091,114.6818182,2208.090909,62808,40,20,0,0,1
Fiat,Tipo,23.585,5.8125,80.8125,1446.125,60378,16,16,0,1,0
Mercedes,190,36.64326667,4.466666667,88.73333333,2284.133333,57172,30,20,0,0,1
Seat,Ibiza,19.93814035,5.649122807,76.31578947,1205.192982,57082,41,20,0,0,1
Jaguar,XJ,137.5695455,8.0,223.5454545,2813.0,54116,20,20,0,0,1
Mercedes,CLA,46.5274,7.04,131.6,1596.92,53475,30,33,0,0,1
Ford,Ka+,15.46,5.0,60.8,1196.0,53192,17,18,0,0,1
Saab,9000,41.616,4.6,125.36,2336.52,47999,40,20,0,0,1
Peugeot,406,28.60820513,4.756410256,92.82051282,2043.820513,47615,36,18,0,0,1
Skoda,Felicia,11.370625,5.0,48.0,1518.0,47252,42,19,0,0,1
Nissan,Almera,22.78208333,4.916666667,81.66666667,1847.666667,45992,34,19,0,0,1
Skoda,Favorit,7.863333333,5.0,44.0,1289.0,45317,42,18,0,0,1
Fiat,Cinquecento,7.712,5.0,29.0,899.0,45261,16,20,0,0,1
Suzuki,Vitara,26.803,5.428571429,85.71428571,1310.0,43581,46,20,0,0,1
Volvo,940,30.236875,4.5,110.0,2316.0,39657,51,20,0,0,1
Mercedes,E,78.07322727,7.672727273,192.4,2598.818182,39425,30,20,0,0,1
Rover,Mini,7.92,4.0,33.33333333,868.3333333,39258,39,20,0,0,1
Hyundai,Accent,14.293,4.6,75.4,1479.0,37750,19,19,0,0,1
Volkswagen,Jetta,31.30566667,6.259259259,96.92592593,1587.222222,36656,50,20,0,0,1
Renault,11,11.63114286,4.428571429,47.14285714,1477.0,36096,38,12,0,0,1
Audi,100,37.32636,4.76,101.12,2349.08,34408,3,20,0,0,1
Toyota,Celica,31.5255,5.166666667,109.6666667,1861.833333,32346,48,20,0,0,1
Renault,Espace,59.0,7.0,166.0,1798.0,32239,38,20,0,0,1
Fiat,Brava,17.22277778,4.888888889,70.0,1615.333333,32223,16,18,0,0,1
Volvo,850,36.38445588,4.5,125.7058824,2294.764706,31864,51,20,0,0,1
Toyota,Starlet,11.389,4.142857143,53.0,1308.285714,31417,48,20,0,0,1
Audi,A4,57.92693548,6.161290323,149.7096774,2283.112903,30637,3,19,0,0,1
Mercedes,300,62.39565385,4.384615385,135.5,2972.307692,30597,30,20,0,0,1
Renault,25,22.35277778,4.222222222,80.92592593,1977.259259,29881,38,13,0,0,1
Ford,Capri,11.7129,4.0,69.0,1864.8,28884,17,20,0,0,1
Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,28795,24,40,0,1,0
Daewoo,Nexia,12.47666667,4.666666667,58.66666667,1498.0,28637,10,17,0,0,1
Honda,Prelude,27.78966667,4.666666667,110.6666667,2050.333333,28563,18,20,0,0,1
Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,28312,24,40,0,1,0
Toyota,MR2,34.19,6.0,103.0,1794.0,28024,48,20,0,0,1
Volkswagen,Scirocco,33.70615385,6.153846154,120.1538462,1750.615385,26837,50,20,0,0,1
Hyundai,Lantra,16.4455,4.666666667,78.0,1741.0,26137,19,20,0,0,1
Volvo,460,20.49710714,4.142857143,72.42857143,1824.428571,26121,51,18,0,0,1
Mazda,MX-5,37.46857143,5.857142857,103.4285714,1718.571429,25823,29,20,0,0,1
Suzuki,Swift,19.08518182,3.727272727,68.90909091,1180.545455,25607,46,20,0,0,1
Lada,Samara,10.9158,5.0,49.8,1372.4,25268,22,12,0,0,1
Mitsubishi,Colt,17.03876744,5.302325581,73.48837209,1374.046512,24673,32,20,0,0,1
Toyota,RAV4,43.54851613,1.35483871,137.7741935,2261.193548,24459,48,20,0,0,1
BMW,740i,115.533,8.0,250.0,2998.0,23652,4,20,0,0,1
Honda,Concerto,16.67175,4.5,74.0,1541.5,22980,18,19,0,0,1
Toyota,Camry,30.0062,3.2,115.4666667,2245.6,21353,48,20,0,0,1
Mitsubishi,Galant,25.08266667,4.533333333,93.6,2127.333333,20805,32,20,0,0,1
Ford,Galaxy,53.78571429,6.0,124.8571429,1855.0,20676,17,19,0,1,0
Hyundai,Pony,10.32442857,4.142857143,54.35714286,1463.857143,20586,19,13,0,0,1
Triumph,Acclaim,6.050333333,4.333333333,52.0,1335.0,19319,49,12,0,0,1
Ford,Scorpio,30.86290909,4.454545455,105.5454545,2458.909091,18461,17,20,0,0,1
Volkswagen,Beetle,33.25025,6.166666667,112.75,1475.0,17583,50,20,0,0,1
Kia,Pride,9.358333333,4.333333333,47.0,1324.0,17464,21,19,0,0,1
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,16819,32,49,0,0,1
Fiat,Tempra,17.91985714,4.19047619,64.47619048,1759.190476,16759,16,14,0,0,1
Fiat,Bravo,22.455,6.0,92.30769231,1466.307692,16127,16,18,0,0,1
Citroen,XM,36.35965,4.55,110.5,2345.1,16077,8,16,0,0,1
Nissan,Prairie,21.407,4.5,72.0,1974.0,16063,34,15,0,0,1
Toyota,Previa,43.08,4.666666667,105.0,2239.666667,15778,48,20,0,0,1
Peugeot,305,12.61125,4.5,56.25,1607.25,15291,36,11,0,0,1
Subaru,Legacy,37.52210345,3.896551724,107.3793103,2084.37931,14539,45,20,0,0,1
Peugeot,505,20.65665217,4.956521739,67.0,2234.26087,14480,36,12,0,0,1
Daewoo,Espero,16.80266667,4.5,71.0,1764.0,14111,10,15,0,0,1
Renault,9,11.49625,4.75,50.25,1507.5,13869,38,10,0,0,1
Volvo,S40,35.28132353,5.176470588,113.3529412,2106.5,12956,51,18,0,0,1
Audi,Coupe,35.86943902,5.585365854,117.0243902,1980.634146,12905,3,20,0,0,1
Seat,Toledo,20.37,5.642857143,74.21428571,1324.357143,12676,41,20,0,0,1
Ford,Probe,24.84,5.0,102.0,2244.0,12630,17,20,0,0,1
Ford,Maverick,29.151,5.0,89.0,2526.5,12273,17,20,0,0,1
Mitsubishi,Carisma,22.69,4.8,82.2,1773.7,12242,32,18,0,0,1
Subaru,Impreza,30.5976,1.8,97.6,1757.6,12015,45,20,0,0,1
Nissan,Serena,22.95383333,5.0,67.33333333,1908.166667,11710,34,20,0,0,1
Volvo,V40,35.81481651,6.293577982,117.4311927,1921.46789,11687,51,18,0,0,1
Subaru,Justy,11.745,5.0,51.0,998.0,11604,45,20,0,0,1
Land-Rover,Freelander,43.86363077,5.292307692,105.1692308,2083.523077,11508,24,16,0,1,0
Citroen,Xsara,22.36209302,4.88372093,72.58139535,1743.44186,11494,8,16,0,0,1
Daewoo,Lanos,13.24516667,4.833333333,66.66666667,1506.5,11476,10,17,0,0,1
Suzuki,SJ,8.4656,4.6,41.4,1182.4,11393,46,15,0,0,1
Nissan,Terrano,37.01736842,4.736842105,97.57894737,2697.368421,10848,34,20,0,1,0
Datsun,Sunny,11.81928571,4.619047619,56.85714286,1520.952381,10466,13,9,0,0,1
Toyota,Avensis,37.31523077,4.323076923,103.6769231,1873.261538,10411,48,16,0,0,1
Audi,A3,36.21929825,6.473684211,94.33333333,1424.666667,9880,3,17,0,0,1
Mitsubishi,Lancer,23.01661538,4.730769231,90.88461538,1709.538462,9796,32,20,0,0,1
Porsche,911,158.7922667,7.466666667,293.5333333,3005.4,9697,37,20,0,0,1
Audi,90,28.379,4.6,91.6,2181.2,9651,3,14,0,0,1
Volkswagen,Vento,18.16715385,4.692307692,70.30769231,1932.153846,9579,50,19,0,0,1
Audi,A6,82.06090909,7.727272727,199.7272727,2790.454545,9569,3,19,0,1,0
Honda,Integra,17.5296,4.6,78.4,1549.8,9515,18,20,0,0,1
Mazda,121,13.191,5.0,51.33333333,1431.333333,9413,29,20,0,0,1
Toyota,Supra,81.295,8.0,250.0,2998.0,8992,48,20,0,0,1
Ford,Puma,30.3775,6.3125,94.0625,935.625,8981,17,17,0,0,1
Mazda,MX-3,22.127,5.0,83.0,1721.5,8835,29,20,0,0,1
Opel,Manta,11.9845625,4.0,69.0,1762.75,8723,35,10,0,0,1
Suzuki,Baleno,17.587,4.083333333,73.08333333,1363.5,8643,46,18,0,0,1
Porsche,944,59.4905,5.0,137.5,2734.5,8593,37,20,0,0,1
Volkswagen,Sharan,45.6995,6.0,114.0,1854.2,8337,50,18,0,1,0
Seat,Cordoba,17.31241935,4.967741935,66.35483871,1655.741935,8225,41,19,0,0,1
Seat,Marbella,6.494,5.0,30.0,903.0,8081,41,12,0,0,1
Peugeot,206,20.03375,4.833333333,71.33333333,1631.5,7977,36,16,0,0,1
Skoda,120,3.3322,4.6,15.6,469.6,7886,42,8,0,0,1
Volkswagen,Corrado,35.34,5.0,118.0,1781.0,7803,50,20,0,0,1
BMW,Z3,39.7374,4.6,115.0,2234.4,7568,4,17,0,0,1
Renault,Safrane,31.79107143,4.571428571,104.1428571,2211.071429,7361,38,17,0,0,1
Volvo,V70,50.96109091,6.181818182,135.2909091,1971.163636,7216,51,17,0,1,0
Volvo,960,40.7645,4.333333333,133.3333333,2634.222222,6887,51,20,0,0,1
Renault,18,12.84981818,4.636363636,57.36363636,1849.545455,6828,38,8,0,0,1
Alfa-Romeo,33,13.818,5.0,66.0,1351.0,6556,1,10,0,0,1
Peugeot,605,35.25972727,4.727272727,104.6363636,2367.181818,6397,36,13,0,0,1
Chrysler,Neon,19.71783333,4.0,98.0,1995.0,6035,7,18,0,0,1
Datsun,Cherry,8.400222222,4.333333333,44.55555556,1350.0,5927,13,8,0,0,1
Hyundai,Stellar,11.263,4.5,55.0,1597.0,5630,19,9,0,0,1
Alfa-Romeo,164,38.39725,4.75,131.0,2652.375,5602,1,13,0,0,1
Fiat,Marea,20.1241875,4.875,79.875,1836.875,5594,16,17,0,0,1
Mazda,Xedos,28.9602,4.4,100.8,1936.6,5566,29,19,0,0,1
Hyundai,Sonata,31.7425,4.833333333,119.6666667,2116.0,5227,19,20,0,0,1
Kia,Mentor,14.76166667,4.666666667,75.0,1594.0,5203,21,17,0,0,1
Suzuki,Alto,9.5628,4.6,50.0,996.0,5186,46,20,0,0,1
Nissan,Patrol,38.48247059,4.882352941,90.94117647,2953.588235,5180,34,20,0,1,0
Toyota,Tercel,9.999666667,4.333333333,49.33333333,1347.666667,4965,48,9,0,0,1
Fiat,126,3.781,4.0,18.0,652.0,4922,16,9,0,0,1
Nissan,Silvia,21.01833333,4.666666667,66.0,1206.0,4921,34,9,0,0,1
Fiat,Croma,34.33029412,5.588235294,105.0,1962.058824,4901,16,15,0,1,0
Fiat,Regata,12.73581818,4.636363636,54.0,1559.181818,4876,16,7,0,0,1
Jaguar,XK,145.6466667,6.0,283.0,5000.0,4834,20,18,0,0,1
BMW,M3,135.1055,6.5,309.0,3999.0,4706,4,19,0,0,1
Honda,Legend,69.397,5.0,173.0,3358.666667,4599,18,20,0,0,1
Opel,Kadett,13.31085714,4.089285714,53.33928571,1518.678571,4508,35,8,0,0,1
Mercedes,SLK,61.86283333,6.833333333,184.1666667,2748.333333,4250,30,17,0,0,1
Seat,Arosa,13.70454545,4.818181818,47.45454545,1384.0,4056,41,16,0,0,1
Mercedes,SLS,264.675,7.0,420.0,6208.0,3844,30,19,0,0,1
Nissan,Maxima,34.10357143,4.571428571,121.8571429,2555.285714,3832,34,18,0,0,1
Mercedes,Sprinter,43.06842105,6.254385965,104.2017544,2222.710526,3805,30,19,0,1,0
Mazda,MX-6,30.92666667,4.666666667,110.3333333,2328.333333,3753,29,17,0,0,1
Fiat,Seicento,8.17,5.0,40.0,1108.0,3706,16,16,0,0,1
Seat,Alhambra,49.82277778,6.0,115.8333333,1746.944444,3654,41,17,0,0,1
Skoda,130,6.895,5.0,46.0,1289.0,3629,42,7,0,0,1
Toyota,Picnic,25.29875,4.5,94.0,1998.0,3623,48,17,0,0,1
Saab,99,11.34,4.0,74.0,1985.0,3546,40,9,0,0,1
Saab,9-3X,49.28583333,6.0,145.0,1963.666667,3460,40,16,0,0,1
Audi,Cabriolet,43.9745,4.5,98.0,2309.0,3409,3,26,0,0,1
Alfa-Romeo,155,23.90933333,5.0,100.6666667,2016.777778,3372,1,13,0,0,1
Datsun,Stanza,9.58,4.5,61.66666667,1668.333333,3348,13,7,0,0,1
Suzuki,Samurai,12.25,5.0,43.0,1325.0,3295,46,15,0,0,1
Peugeot,806,29.57028571,5.0,84.0,1997.142857,3239,36,18,0,1,0
Lancia,Delta,29.043,5.851851852,105.0740741,1638.888889,3234,23,10,0,0,1
Daewoo,Leganza,23.245,4.5,98.0,1998.0,3185,10,15,0,0,1
Suzuki,Wagon,9.8628,5.0,50.0,1090.4,3163,46,16,0,0,1
Morris,Marina,5.758,4.0,43.0,1275.0,3157,33,8,0,0,1
Lada,Niva,12.241,5.0,57.0,1568.0,3096,22,9,0,0,1
BMW,640i,114.8758333,8.0,235.0,2979.0,3094,4,20,0,0,1
Alfa-Romeo,146,18.19842857,5.0,87.71428571,1696.428571,3071,1,15,0,0,1
Kia,Sportage,43.97,6.6,115.3,1634.2,3041,21,18,0,1,0
Fiat,Ulysse,36.70125,4.875,91.75,2019.75,2978,16,17,0,0,1
Mercedes,CLK,72.79589474,6.210526316,166.3157895,3041.0,2877,30,16,0,0,1
Rover,2000,17.182,5.0,74.0,1994.0,2807,39,31,0,0,1
Alfa-Romeo,Spider,55.2,6.0,163.5,2696.5,2726,1,20,0,0,1
Alfa-Romeo,145,17.42714286,5.0,87.71428571,1696.428571,2707,1,15,0,0,1
Ssangyong,Musso,38.79428571,4.428571429,98.57142857,2755.571429,2688,44,15,0,1,0
Morris,Ital,8.118,4.0,51.5,1487.5,2686,33,7,0,0,1
Honda,Shuttle,30.081,4.0,110.0,2254.0,2655,18,20,0,0,1
Audi,Cabriolet,43.9745,4.5,98.0,2309.0,2646,3,26,0,0,1
Fiat,Strada,14.275,5.0,70.0,1997.0,2487,16,6,0,1,0
Ford,Explorer,76.71,0.0,336.0,0.0,2411,17,17,0,0,1
Lotus,Elise,53.792,6.0,134.3333333,1730.0,2382,26,16,0,0,1
Saab,09-May,52.95719388,5.653061224,146.122449,2031.469388,2365,40,16,0,0,1
Triumph,TR7,13.137,5.0,93.5,1998.0,2266,49,14,0,0,1
Porsche,Boxster,83.50125,6.5,213.5,3071.0,2221,37,16,0,0,1
Nissan,Laurel,18.6532,4.6,74.8,2652.8,2212,34,8,0,1,0
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,2206,32,49,0,0,1
Porsche,928,110.0985,5.0,235.0,4957.0,2164,37,17,0,0,1
Toyota,Paseo,15.764,5.0,66.0,1497.0,2131,48,16,0,0,1
Alfa-Romeo,156,32.898125,5.333333333,116.2916667,2081.375,2120,1,16,0,0,1
Mercedes,A,31.1045119,4.547619048,93.01190476,1699.119048,2056,30,16,0,0,1
Volvo,S70,36.90769355,4.5,126.1451613,2344.0,2031,51,16,0,0,1
Daihatsu,Applause,15.6985,4.5,73.0,1590.0,2015,11,10,0,0,1
Daimler,3.6,71.602,4.0,149.0,3590.0,1990,12,10,0,0,1
Ford,Focus,30.61932203,5.966101695,94.03389831,1497.169492,1951,17,16,0,0,1
Lancia,Dedra,21.76576923,5.0,81.69230769,1808.384615,1827,23,8,0,0,1
Skoda,Octavia,30.65053846,6.346153846,95.0,1136.692308,1781,42,16,0,0,1
